track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,lsit_of_artists
All Eyez,The Game Featuring Jeremih,spotify:track:3JEzGRDUsozrehZTq3dKE8,0.419,0.655,0,-6.679,1,0.247,0.0571,0,0.0962,0.353,76.835,215297,3,20.474,10,1,,215297,1,2016-10-14,0,82,7414734,2,"['0NbfKEOTQCcwd6o7wSDOHI', '3KV3p5EY4AvKxOlhGHORLg']"
Stomach It,Crywolf,spotify:track:0MsGeX5id3jBCMzGs8tqu1,0.599,0.313,11,-10.531,1,0.0386,0.375,6.8e-05,0.417,0.0692,121.986,346661,4,19.75054,13,0,,346661,48,2015-06-23,0,73,961743,2,"['33o00sXuyWiApOFzo0vr0z', '1t20wYnTiAT0Bs7H1hv9Wt']"
The Heavy Metal Dub,Scientist,spotify:track:5vkqa0hcf4PXzqC9HK23Jp,0.637,0.869,7,-4.56,1,0.0373,0.0018,0.588,0.311,0.755,138.842,220070,4,31.34199,12,0,,220069,6,2015-06-27,0,44,41992,1,['1edl5fzpdS471TaQ8Bgs3w']
Sweet in the Middle,DaVido,spotify:track:2ylO41DTQwQv1QH1mSP3cH,0.71,0.603,8,-7.234,0,0.11,0.33,0,0.358,0.434,109.812,248727,4,24.38208,11,0,,248727,47,2019-11-22,0,73,454072,4,"['0Y3agQaa6g2r0YmHPOO9rh', '5x2vmU3Hj2Y66luW7c7vIn', '5DfaMudUwkoz6TAPYifqkJ', '4mSWNal2Ixxf1zrXSTLoep']"
Behind The Scenes,Bugseed,spotify:track:1qsR7mI2NFDaYSZG5ni4Gl,0.379,0.475,5,-6.426,1,0.111,0.13,0.852,0.277,0.169,174.373,132375,4,25.03954,7,0,,132374,0,2019-10-18,0,41,9186,1,['0ObliAtls0po56kVnacsOd']
Secrets,The Weeknd,spotify:track:00NAQYOP4AmWR549nnYJZu,0.665,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.764,109.945,265600,4,97.29592,7,1,,265600,70,2016-11-25,0,96,25388274,1,['1Xyo4u8uXC1ZmMpatF05PJ']
You Don't Own Me,Grace Featuring G-Eazy,spotify:track:6KI1ZpZWYAJLvmVhCJz65G,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,201493,3,29.76851,9,1,,201493,71,2016-07-01,0,85,4789491,2,"['6y5amJcTjeDgLXIjtQLMst', '02kJSzxNuaWGqwubyUba0Z']"
Coming Home,Diddy - Dirty Money Featuring Skylar Grey,spotify:track:6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,238693,4,53.20179,8,1,,238693,70,2010-01-01,0,74,528762,2,"['2QYEvpsWUOjqaYuxDPTCmV', '4utLUGcTvOJFr6aqIJtYWV']"
Row Row,Zeal & Ardor,spotify:track:3RbiWVIynzvw542GqAIvD2,0.496,0.881,8,-7.266,1,0.055,0.000611,0.000106,0.44,0.344,95.04,186027,4,59.64474,9,0,,186026,36,2018-06-08,0,54,95607,1,['6yCjbLFZ9qAnWfsy9ujm5Y']
Sin Pijama,Becky G + Natti Natasha,spotify:track:2ijef6ni2amuunRoKTlgww,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,53.42212,8,1,,188560,73,2018-04-20,0,85,14254168,2,"['4obzFoKoKRHIphyHzJ35G3', '1GDbiv3spRmZ1XdM1jQbT7']"
Inside Out,Spoon,spotify:track:7qCZgvV98j6RjUULW1s1it,0.621,0.62,0,-4.721,1,0.0293,0.459,0.162,0.0771,0.515,176.016,301960,4,27.54915,15,0,,301960,62,2014-08-05,0,63,471886,1,['0K1q0nXQ8is36PzOKAMbNe']
Blue Monk,Thelonious Monk,spotify:track:2ul1uIgptw43J3BkpA2g69,0.433,0.367,3,-15.473,1,0.0394,0.767,0.588,0.126,0.616,147.006,459866,4,56.12802,19,0,,459866,39,2017-12-15,0,60,451735,1,['4PDpGtF16XpqvXxsrFwQnN']
I Knew You Were Trouble.,Taylor Swift,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4,29.00532,10,1,,217973,66,2012-10-22,0,95,33333251,1,['06HL4z0CvFAxyc27GXpf02']
Twerk,City Girls Featuring Cardi B,spotify:track:0RRm4OS5ymfZryXBuj0G2m,0.788,0.842,4,-4.006,0,0.142,0.121,0.00112,0.166,0.481,190.077,166476,4,30.61426,13,1,,166476,70,2018-11-16,0,93,14057332,2,"['37hAfseJWi0G3Scife12Il', '4kYSro6naA4h99UJvo89HB']"
HandClap,Fitz And The Tantrums,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4,31.30211,11,1,,193253,65,2017-07-24,0,71,623753,1,['4AcHt3JxKy59IX7JNNlZn4']
Writing's On The Wall,Sam Smith,spotify:track:1PWnAEQcbwQwK759otUbta,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,278987,3,31.84201,14,1,,278987,68,2015-09-25,0,91,14234160,1,['2wY79sveU1sp5g7SokKOiI']
Tao Energy,Dr. Sounds,spotify:track:1Y4cxtce6Z1s9ztGRL8VYf,0.18,0.0221,9,-28.586,0,0.0658,0.971,0.926,0.0847,0.0394,134.827,456578,1,18.1969,23,0,,456577,0,2015-05-28,0,40,2363,1,['2FOROU2Fdxew72QmueWSUy']
Young Love,Ducktails,spotify:track:7roquBgqjDT0yJbnUM9XR4,0.543,0.811,4,-5.642,0,0.0275,0.00549,0.0324,0.237,0.434,134.985,218818,4,47.11428,9,0,,218818,14,2019-09-30,0,41,57558,1,['5FQbU5Lrb4pFcW45ZgZzMx']
Borderline,Novembers Doom,spotify:track:5Z8T4vsL4PovqimYlbbGVf,0.554,0.746,10,-8.779,0,0.0329,0.00305,0.13,0.107,0.341,120.098,543213,4,72.15993,15,0,,543213,0,2017-04-14,0,37,36008,1,['7CPjagX3gF7woK0P7YNuKd']
"Milegi Milegi (From ""Stree"")",Mika Singh,spotify:track:52uiJsA4FrtAZlgqxCJwJI,0.843,0.892,2,-4.371,1,0.0527,0.0512,1.13e-06,0.101,0.655,125.991,153745,4,30.41224,9,0,,153744,51,2018-08-02,0,69,3502559,2,"['5T2I75UlGBcWd5nVyfmL13', '1mBydYMVBECdDmMfE2sEUO']"
Female,Keith Urban,spotify:track:1t34UsQ634a233qysq6D6L,0.567,0.477,8,-8.781,0,0.0331,0.186,4.86e-05,0.111,0.321,85.019,195317,5,35.1795,10,1,,195316,55,2018-04-27,0,78,3932292,1,['0u2FHSq3ln94y5Q57xazwf']
Blame,Calvin Harris Featuring John Newman,spotify:track:07nH4ifBxUB4lZcsf44Brn,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,212960,4,57.69606,10,1,,212960,75,2014-10-31,0,89,21407400,2,"['7CajNmpbOovFoOoasH2HaY', '34v5MVKeQnIo0CWYMbbrPf']"
Mysteries,Keith Jarrett,spotify:track:7B8Biu5B3O4YuZH3c6tIqg,0.192,0.447,7,-15.217,1,0.0445,0.868,0.1,0.0784,0.254,68.058,910213,4,28.66969,33,0,,910213,0,2016-11-08,0,61,219068,1,['0F3Aew9DSd6fb6192K1K0Y']
Garden in the Bones,Periphery,spotify:track:5fauFOWxPFk36Ui433FNRB,0.517,0.971,4,-5.189,1,0.0778,0.0057,3.75e-05,0.325,0.363,135.004,356507,4,61.38134,12,0,,356506,0,2019-04-05,0,60,327407,1,['6d24kC5fxHFOSEAmjQPPhc']
Daylight,Maroon 5,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,0.657,0.679,2,-5.511,1,0.0269,0.00246,0,0.211,0.331,120.007,225307,4,36.94393,11,1,,225306,59,2012-01-01,0,90,27593488,1,['04gDigrS5kc9YWfZHwBETP']
Stoner Punk,Warcollapse,spotify:track:05wiR6qBsJcUBXfbasZint,0.242,0.994,7,-3.68,1,0.113,0.0236,0.722,0.453,0.0401,127.496,138960,4,39.15317,6,0,,138960,0,2018-08-21,0,16,3987,1,['28CQzvKuhUrHdg3OzVp5Ut']
Minimal Steps,Floating Lights,spotify:track:4e0tEyJzuJ0ZnsaQMLKv9x,0.507,0.089,0,-22.759,1,0.0296,0.933,0.887,0.0829,0.0509,98.031,330710,4,33.67381,14,0,,330710,3,2019-07-17,0,45,4448,1,['6E3cU2m1CXkoGwYsPlTeuw']
Nephilim Grove,Novembers Doom,spotify:track:1sP1zouPw8N1ojuMmTcLJd,0.305,0.48,6,-14.92,0,0.0338,0.00163,0.0514,0.109,0.0939,110.689,408573,4,70.20607,14,0,,408572,28,2019-11-01,0,37,36008,1,['7CPjagX3gF7woK0P7YNuKd']
The Dance,Lauren Duski,spotify:track:1HQtmjBwA4257dxNTvG5Rt,0.465,0.446,2,-5.515,1,0.0278,0.208,0,0.138,0.193,132.022,210732,4,31.75027,10,1,,210732,17,2017-05-24,0,35,7711,1,['65Soberz2DNvbx2hrxHcx5']
First Day Out,Tee Grizzley,spotify:track:3muBQDekYAg7jm6hDu6R0Z,0.587,0.711,1,-6.33,1,0.42,0.171,0,0.125,0.381,98.008,254694,4,26.77867,10,1,,254693,72,2017-04-07,0,75,2097420,1,['6AUl0ykLLpvTktob97x9hO']
Tum Hi Ho,Arijit Singh,spotify:track:56zZ48jdyY2oDXHVnwg5Di,0.528,0.449,5,-6.25,0,0.025,0.785,0,0.122,0.317,94.058,261974,4,28.37869,12,0,,261974,63,2013-04-06,0,84,19491492,1,['4YRxDV8wJFPHPTeXepOstw']
Before the Throne of God Above,The Worship Initiative,spotify:track:3ELvknrrLz8QL36CeIb6Je,0.403,0.361,3,-9.558,1,0.0313,0.0298,0,0.0968,0.0992,135.968,342625,3,41.74067,22,0,,342625,46,2014-06-17,0,68,255516,2,"['1bMkQIx4MpNHLxoylvipdQ', '2LFbgsbEhfilNpQYW7mied']"
Philly - Dub,DJ T.,spotify:track:6FVVINiTpzm7Y3QGSCaiUn,0.837,0.852,4,-9.43,0,0.101,0.026,0.823,0.0697,0.402,125.991,381173,4,53.33211,9,0,,381173,0,2015-07-27,0,35,10712,1,['3gkLqGRDA19txXCSKXq6Gx']
Love Me,Lil Wayne Featuring Drake & Future,spotify:track:7tGlzXJv6GD5e5qlu5YmDg,0.674,0.608,8,-6.628,0,0.0334,0.0119,0,0.103,0.464,124.952,253440,4,56.10088,12,1,,253440,67,2013-01-01,0,100,69578706,3,"['55Aa2cqylxrFIXC767Z865', '3TVXtAsR1Inumwj472S9r4', '1RyvyyTE3xzB2ZywiAwp0i']"
Where I Come From,Montgomery Gentry,spotify:track:10ps1I1sIMRNZW11eceN7W,0.62,0.852,1,-4.203,1,0.0308,0.0108,4.94e-06,0.279,0.479,90.038,201840,4,43.68987,7,1,,201840,62,2011-10-18,0,63,976170,1,['3bGXaFVQLASmDMdjjeJr8a']
Fäerie Metal (Live),Nuit Noire,spotify:track:6Fp29Y9ryjtJRWqpeDQaqD,0.112,0.991,11,-5.902,0,0.074,0.823,0.992,0.925,0.037,79.554,492067,4,16.39439,18,0,,492066,0,2017-10-29,0,4,34,1,['4ZmTZ68l8vqQ0DNHBtCvJU']
Denomination Blues,Blind Willie Johnson,spotify:track:4facsMLBCHiU61BLPEHUXJ,0.418,0.18,5,-12.359,1,0.0574,0.994,0.000111,0.094,0.513,88.261,334560,4,144.88675,12,0,,334560,7,2013-08-27,0,41,73337,1,['5kO4xdEKLuHHHPreu3UmkZ']
Mc Koringa -Trilha Sonora - Remixed - DJ Wagner Santos,MC Koringa,spotify:track:6mNcDVRg9HhPANdH0za5wV,0.81,0.688,11,-7.57,0,0.0716,0.233,7.11e-05,0.111,0.96,131.991,249591,4,27.38447,11,0,,249591,0,2017-03-14,0,48,432148,1,['1pk1stIyHnuK6lXZ8QiNKt']
No Le Hago Falta,Banda Los Recoditos,spotify:track:2bpmteM9wnfynV1MNkI898,0.742,0.4,8,-5.754,1,0.0357,0.334,1.56e-05,0.105,0.705,125.854,166773,4,49.16851,6,0,,166773,62,2017-08-18,0,73,2483206,1,['4bPiOPI4V99cepEftvBYak']
Paranoid,Post Malone,spotify:track:3fpVWegR6YOS1Yk5HSMYIq,0.625,0.536,0,-5.428,1,0.0776,0.038,2.31e-05,0.167,0.253,159.914,221787,4,25.32548,11,1,,221786,72,2018-04-27,0,95,29037993,1,['246dkjvS1zLTtiykXe5h60']
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano",Johann Sebastian Bach,spotify:track:0gSDkYpQ0IboClF4cFz5Aw,0.148,0.0997,7,-18.35,0,0.0426,0.992,0.925,0.106,0.0563,98.441,145442,3,30.81609,9,0,,145442,0,2019-11-29,0,81,2935917,3,"['5aIqB5nVVvmFsvSdExz408', '7dozr8DmjW8C3ZLiMJTdwe', '791IxWoJRWn1MzQbl97y9N']"
"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",Starboy,spotify:track:1KpBtWSI9dlv0RjtzvF1BD,0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003,255608,4,34.79861,14,0,,255608,65,2018-02-21,0,80,572269,5,"['3CQCQz0XwZooCdtGgwtcR7', '3tVQdUvClmAT7URs9V3rsp', '11b21KVATwG7LgLPiD3a1A', '7zd8O0lGS5sHftyvnhtWD1', '6h3iqdnfBKV2jRhUJz0oto']"
Yeba,Kiss Daniel,spotify:track:1toO4jnjuU6IQ0Y3o5PIzK,0.811,0.769,1,-5.267,1,0.0944,0.186,0.00123,0.096,0.719,110.049,198975,4,29.00729,9,0,,198974,45,2017-09-18,0,45,79026,1,['6eev6LNl6SEAKqLIo7vd9D']
Till the End,October Light,spotify:track:25Hwse5snYZx5t2sac1t2h,0.803,0.689,11,-4.753,1,0.0317,0.0197,5.37e-06,0.106,0.962,128.023,211933,4,56.8002,11,0,,211933,0,2019-07-12,0,11,1060,1,['5u3gkdwT0Rg4wkstiyvWc0']
I Can Change,LCD Soundsystem,spotify:track:2073QOEC8rBtSyTsRyaWiP,0.644,0.73,1,-6.565,1,0.0287,0.00215,0.00178,0.233,0.695,116.981,352004,4,52.37549,15,0,,352003,59,2010-05-17,0,66,782280,1,['066X20Nz7iquqkkCW6Jxy6']
Don't Call Me Up,Mabel,spotify:track:5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4,38.17004,7,1,,178480,81,2019-01-18,0,82,1010462,1,['1MIVXf74SZHmTIp4V4paH4']
Broken Clocks,SZA,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,0.684,0.683,6,-7.366,1,0.177,0.13,0,0.156,0.406,112.856,231253,4,34.68828,11,1,,231253,75,2017-06-09,0,84,3816357,1,['7tYKF4w9nC0nq9CsPZTHyP']
Red Lines of Obsession,The Modern Age Slavery,spotify:track:5213uXUJp4qyRFHcKAGpAi,0.521,0.997,4,-1.891,0,0.196,0.000113,1.42e-05,0.602,0.0536,114.993,162267,4,36.30042,7,0,,162266,0,2016,0,17,2570,1,['6CUeAFW09AyJIw2V4ySxTC']
Sexy And I Know It,LMFAO,spotify:track:0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,199480,4,44.81875,10,1,,199480,62,2011-01-01,0,71,3551784,1,['3sgFRtyBnxXD5ESfmbK4dl']
The Second Star to the Right - Instrumental,Fred Mollin,spotify:track:11ivd2hEFCMAQa5a8077Xo,0.698,0.321,3,-13.28,1,0.0609,0.984,0.817,0.155,0.688,114.958,89133,4,52.9508,4,0,,89133,47,2014-01-01,0,62,2707,1,['0qPfO5FCAsfqK3pgqBSAJR']
Ocean,John Butler Trio,spotify:track:6oqhPey5ILmZIfw5mvOb7h,0.22,0.521,4,-6.677,1,0.0299,0.514,0.909,0.606,0.105,98.61,726947,4,29.39767,24,0,,726946,36,2011-07-19,0,59,404232,1,['6fBF4MULW5yMzyGaon1kUt']
Relationship,Young Thug Featuring Future,spotify:track:25oOaleife6E2MIKmFkPvg,0.842,0.597,2,-6.336,1,0.0627,0.00252,0,0.124,0.298,145.992,215307,4,16.96767,12,1,,215306,75,2017-06-16,0,93,15043964,2,"['50co4Is1HCEo8bhOyUWKpn', '1RyvyyTE3xzB2ZywiAwp0i']"
Etiske retningslinjer for tryllekunstnere,Black Debbath,spotify:track:4b3kmpPChGuZxNgMYnhVWd,0.433,0.502,0,-8.089,0,0.0331,0.0012,9.82e-05,0.111,0.155,117.048,271013,3,64.79321,9,0,,271013,9,2018-10-26,0,32,9377,1,['3x63vETIzcWrlzDerW3Tbl']
Let's Fall In Love,Diana Krall,spotify:track:4JxZM3VMOyMWZ6hfP0EGek,0.616,0.198,5,-15.542,0,0.0435,0.911,0.00216,0.116,0.377,125.117,258867,4,40.59521,11,0,,258866,10,2019-11-01,0,70,787497,1,['5z1VAFwT35EVvCp1XlZZuL']
The Impression That I Get,The Mighty Mighty Bosstones,spotify:track:5EmHmKuAImMIkCwhqyZQuA,0.476,0.916,4,-7.502,1,0.0907,0.1,0.0121,0.134,0.693,90.129,195560,4,33.48264,12,0,,195560,17,2017-12-01,0,57,234898,1,['5uYXMC13cIUulobh204QuK']
Hot A Di Press,Panda Dub,spotify:track:3KDzxvjk7tspwjLhEEp38O,0.604,0.817,2,-6.808,1,0.375,0.175,0,0.41,0.902,71.251,223880,4,32.86769,11,0,,223880,41,2013-10-07,0,51,84240,2,"['5DkgLMKJNj9oYAgbZwzpLo', '1V6f3JOvc36EUWcIaTBlfD']"
Out Of The Frame,Miss K8,spotify:track:3fHnphzQyESZzjkeIeqEw6,0.562,0.996,9,-0.884,1,0.339,0.0427,3.02e-06,0.953,0.278,199.973,190800,4,53.42303,8,0,,190800,47,2018-08-28,0,53,75019,1,['776uRsooWrGiVZkVWtvfgO']
I'm Old Fashioned,Cassandra Wilson,spotify:track:6KIh0xv79hVtnIumlNty4u,0.511,0.397,8,-15.15,1,0.0923,0.0301,0,0.0698,0.521,135.218,183960,4,23.35495,10,0,,183960,3,2014-08-30,0,48,58820,1,['6TZ5t4kclsmGWHqb3mGyha']
Apes**t,The Carters,spotify:track:0B08s1tLWCXoFmGP0vIubM,0.698,0.783,2,-6.503,1,0.266,0.016,0,0.176,0.378,160.034,264853,4,37.31643,14,1,,264853,41,2018-06-15,0,63,959902,1,['4fpTMHe34LC5t3h5ztK8qu']
Through The Ashes,Hord,spotify:track:4UISc2PDVYlye1MJJsFvfX,0.505,0.986,1,-3.56,0,0.14,6.79e-05,0.00203,0.259,0.0388,100.001,258493,4,25.06711,11,0,,258493,0,2011-07-01,0,6,947,1,['7MjAq0rgwcnAZt7P3k65ol']
Dum Dee Dum,Keys N Krates,spotify:track:5BRrBkpj0An7PViNqMCoGa,0.755,0.891,7,-5.516,1,0.174,0.273,0.0412,0.12,0.515,160.021,192000,4,24.15257,12,0,,192000,47,2013-11-17,0,57,177572,1,['6c1pBXHYjFcGQQNO5MMsdd']
Wir ihr sie,Pasty Clan,spotify:track:4CaYDwJlDQjxkuE05vk8F0,0.49,0.934,6,-4.562,1,0.0914,0.000244,7.63e-05,0.079,0.625,105.066,243720,4,28.38618,10,0,,243720,0,2018-05-24,0,0,28,1,['5j1afa3oaPZ0loE4LNfxG8']
A Blacksmith for the Souls of Metal,Furze,spotify:track:2EpxPjPvn3z5dSe4K8PJlg,0.223,0.986,4,-4.399,1,0.0936,2.15e-05,0.793,0.0433,0.351,166.582,262306,4,26.58879,12,0,,262306,1,2015-11-27,0,4,831,1,['3fpN43PXA892b3Vklgt28d']
Sing,My Chemical Romance,spotify:track:1mX6SYJ1ZpcoxQUiER8wOI,0.606,0.942,2,-3.618,1,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,270387,4,28.821,12,1,,270386,60,2010-11-05,0,81,5344843,1,['7FBcuc1gsnv6Y1nwFtNRCb']
No Excuses,Meghan Trainor,spotify:track:7fCNUWi6uflDTQ08srxMZk,0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016,152862,4,24.54159,9,1,,152862,63,2018-03-01,0,81,9656112,1,['6JL8zeS1NmiOftqZTRgdTz']
Opening,Craig Armstrong,spotify:track:0x1rnXl24iJl8xZFMkoyNv,0.138,0.189,2,-15.733,0,0.0394,0.896,0.279,0.113,0.0729,91.207,279547,4,38.42315,10,0,,279546,55,2015-04-20,0,63,56973,1,['526q7RxT5KA1VGeQ5GMSHO']
I Have Dreamed,Christian McBride,spotify:track:4bBIADw4urJPkcx0YOfEIo,0.331,0.0861,5,-21.226,1,0.0354,0.918,0.902,0.106,0.152,107.436,507533,4,24.54809,21,0,,507533,47,2013-08-06,0,50,44211,2,"['5ACxPOI9gR3l0cyy2dvkHv', '3nh2jsKXbzQzTBm5qzVXEP']"
Company,Justin Bieber,spotify:track:61uyGDPJ06MkxJtHgPmuyO,0.59,0.797,4,-4.901,0,0.0614,0.132,0,0.0846,0.425,94.948,208120,4,42.32548,11,1,,208120,70,2015-11-13,0,96,39014690,1,['1uNFoZAHBGtllmzznpCI3s']
Jingle Bell Rock,Bobby Helms,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,130973,4,38.40391,7,1,,130973,74,1992-01-01,0,63,15982,1,['38EmEgXkgK51MT2tPY0EoC']
The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,spotify:track:0h3DPHckCUqcWswjVMvdE9,0.511,0.798,7,-4.314,1,0.0498,0.227,6.51e-06,0.184,0.607,183.303,193187,4,43.07083,8,1,,193186,59,2012-10-16,0,80,12714555,3,"['3FfvYsEGaIb52QPXhg4DcH', '0BvkDsjIUla7X0k6CSWh1I', '2IvkS5MXK0vPGnwyJsrEyV']"
Pool Spray,Veil Of Maya,spotify:track:3EDpjcpkA3syAc0tlUiXYP,0.523,0.986,0,-4.019,1,0.0755,1.82e-05,0.00279,0.454,0.524,119.993,209013,4,25.03239,10,0,,209013,45,2017-10-20,0,56,188396,1,['2i7CQcVBh2K6uOR3CH09M1']
Malibu,Miley Cyrus,spotify:track:1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4,49.39555,13,1,,231906,76,2017-09-29,0,89,13000081,1,['5YGY8feqx7naU7z4HrwZM6']
Slide Away,Miley Cyrus,spotify:track:44ADyYoY5liaRa3EOAl4uf,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4,25.27798,11,1,,233654,77,2019-08-16,0,89,13000081,1,['5YGY8feqx7naU7z4HrwZM6']
Mine,Bazzi,spotify:track:7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4,38.66391,7,1,,131064,78,2018-04-12,0,83,3789979,1,['4GvEc3ANtPPjt1ZJllr5Zl']
Moorni,Panjabi MC,spotify:track:6AGXnSDmGrJ78K9NHN8AT1,0.669,0.877,11,-3.336,0,0.163,0.242,2.22e-05,0.0911,0.921,90.392,264627,4,21.95498,14,0,,264626,48,2010-11-15,0,57,102207,1,['74D1UgRzMhTSPz698exXmR']
The Rent Is Too Damn High,Armand Hammer,spotify:track:0uzDQTly3rKO2WEjs2qJYI,0.556,0.812,11,-8.635,0,0.599,0.00588,0,0.0659,0.512,143.936,219520,4,54.2987,9,0,,219520,9,2014-07-11,0,38,16553,1,['3SCI7sXHUZIeDKMWC5NT9C']
X,21 Savage & Metro Boomin Featuring Future,spotify:track:6fwdbPMwP1zVStm8FybmkO,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880,4,55.69717,12,1,,258880,73,2016-07-15,0,91,20174253,3,"['1URnnhqYAYcrqrcwql10ft', '0iEtIxbK0KxaSlF7G42ZOp', '1RyvyyTE3xzB2ZywiAwp0i']"
Storm Warning,Hunter Hayes,spotify:track:71DDK14XVxkXLmG3AVi1BP,0.483,0.843,2,-5.62,1,0.0835,0.0331,0,0.134,0.772,185.998,239907,4,42.82864,11,1,,239906,47,2011,0,67,1012181,1,['7H6dkUChT5EoOQtUVMg4cN']
Dark Pop,Cabaret Nocturne,spotify:track:06OTyGR5DexjsWbgVGqc3p,0.755,0.772,8,-11.911,1,0.048,0.118,0.889,0.0763,0.0735,108.003,369000,4,34.45402,17,0,,369000,34,2016-01-22,0,43,35590,1,['0yXLm86D4JkD0Z8aWY564D']
Lookin' For That Girl,Tim McGraw,spotify:track:4tK5L8FD5Gl1dSwhzXuU6K,0.494,0.843,6,-4.454,1,0.0342,0.00611,1.21e-05,0.0995,0.398,153.963,261347,4,27.93913,11,1,,261346,38,2014-01-01,0,77,3346217,1,['6roFdX1y5BYSbp60OTJWMd']
Everybody Talks,Neon Trees,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4,31.89244,11,1,,177280,79,2012-01-01,0,72,935250,1,['0RpddSzUHfncUWNJXKOsjy']
Delicate,Taylor Swift,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,23.56578,12,1,,232253,76,2017-11-10,0,95,33333251,1,['06HL4z0CvFAxyc27GXpf02']
Clear the Mind,Yolta,spotify:track:6VGiS6FFBF2vyWwCMHU6VM,0.198,0.293,2,-12.173,1,0.0408,0.605,0.993,0.114,0.109,59.302,147269,3,26.73023,7,0,,147269,11,2016-04-30,0,50,1037,1,['1FcdysxmyKBfSOyVppN3sw']
Just Make da Money,Shatta Wale,spotify:track:50EjDc7Fa90x8QVK8eK7z9,0.804,0.822,6,-3.84,0,0.335,0.0239,0,0.0257,0.706,88.038,208814,4,44.53196,8,0,,208813,0,2017-10-17,0,64,45019,1,['42q0rYXtR561ypg1Fcw1PI']
Do You Feel the Same,Woody Pitney,spotify:track:1EEFJz5depd5M8RJpThGWZ,0.512,0.816,4,-6.163,1,0.0388,0.011,4.73e-06,0.144,0.34,111.048,242337,4,26.80114,12,0,,242337,11,2019-11-01,0,17,1102,1,['3aNaumqbweeWHtky97mbkS']
Runnin' Outta Moonlight,Randy Houser,spotify:track:6enPOmd3vSFpI4jjms8kXN,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,193773,4,25.87357,7,1,,193773,66,2013-01-22,0,64,735690,1,['56x8mYvS3cyDGAi8N2FxbB']
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",spotify:track:5u6vkDnOyaf8LsteDAj2ub,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,268933,4,24.61342,11,1,,268933,72,2017-10-30,0,96,25848376,4,"['1URnnhqYAYcrqrcwql10ft', '4DdkRBBYG6Yk9Ka8tdJ9BW', '0iEtIxbK0KxaSlF7G42ZOp', '0Y5tJX1MQlPlqiwlOH1tJY']"
Juicy,Doja Cat & Tyga,spotify:track:7qvsl2pYzrsYgPeFBN5jxp,0.786,0.658,0,-2.61,1,0.0661,0.0856,0,0.0689,0.458,170.037,202333,4,31.85313,11,1,,202333,64,2019-08-15,0,89,9982836,2,"['5cj0lLjcoR7YOSnhnX0Po5', '5LHRHt1k9lMyONurDHEdrp']"
